gene_id,symbol,entrezid,gene_biotype,Biological Group,,,,,,,,,,,,,,,,,,,,
,,,,LT-HSC,,,LSK,,,PROG,,,CMP,,,GMP,,,MEP,,,LIN,,
ENSMUSG00000028256,Odf2l,52184,protein_coding,3.43E-05,1.99377,6.29665,1.57E-05,5.46108,1.04E-05,4.39659,0.000160418,1.52E-05,0,2.07368,8.52E-05,0,1.04E-05,0,5.87E-06,1.55048,8.22E-05,3.02E-05,9.90E-06,9.14E-06
ENSMUSG00000028259,Fhl5,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028261,Ndufaf4,68493,protein_coding,127.0001,169,170.00017,231.00024,264.99954,158,36,137.99948,267.0004,32.00003,151,118,32.99998,117.99994,563.9999,73.9999,389.0003,480.9994,46.000017,60.99998,71
ENSMUSG00000028262,Clca2,80797,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028264,Spaca1,67652,protein_coding,0,2,0,7,9.325729,8,0,0,0,1,7,0,0,2,0,0,0,2,0,0,0
ENSMUSG00000028266,Lmo4,,protein_coding,526.00031,633.99965,908.00019,396.48241,400.76,434.00022,246.0000021,1494.0569,1510.99747,104.99994,363,360.9999,113.00003,230.9995,176.23,27.99996,134,199.8701,1547.2736,2223.1019,2065.0001
ENSMUSG00000028268,Gbp3,,protein_coding,19,52,26.02449,63.2908,135.26037,92,12,54.00000001,91.6748,11.00000002,52.99999,25.88940001,13.71030001,31,3,5.999996,16,16,19.3114,0,40
ENSMUSG00000028270,Gbp2,14469,protein_coding,93,42,127,167,97,105,8,12,33,0,7,18,3,5,205,3,25,48,61,88,92
ENSMUSG00000028271,Gtf2b,229906,protein_coding,166,293,252,231,390,200,40,156,340,55,131,154.99,40,167,4,39,286,336,117,251,214
ENSMUSG00000028273,Pdlim5,56376,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028274,Rngtt,24018,protein_coding,41.00121,48.84489,118.78608,197.3493,112.7072,60.35951,22.987603,198.74354,323.0913,14.182703,52.74769,56.72288,11,37.79980021,7.97785,10,119.465,162.6372,301.097,232.985,242.7273
ENSMUSG00000028277,Ube2j1,56228,protein_coding,157.9995,165.64647,217,165,161.0644,160.6014,55.50049,237,341,38.6775,107.0428,144.1774,54.2964,92.36316,14,88.204,201.4761,333.3602,134,194,267.0001
ENSMUSG00000028278,Rragd,52187,protein_coding,0,2.00739,3,9.19661,1.05602,3.57259,0,6.06064,9.38944,1,0,3,0,5.48789,0,0,1,8.00004,20.47782,9.24389,20.13999
ENSMUSG00000028280,Gabrr1,14408,protein_coding,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0
ENSMUSG00000028282,Casp8ap2,,protein_coding,136.99955,106.99997,203,190.00041,197.000273,124,39.000012,132.00011,219.99951,31.00005,82.00003,70,4.999996,30,280.000383,28,123.9995,280.99965,80,134.9999,137
ENSMUSG00000028284,Map3k7,26409,protein_coding,27.1350738,0,105.935024,107.55,2.38E-06,0.620999135,1,68.62205,122.9440008,19.66142988,42.3708956,35.50253318,7.288417368,2.75472,1.002490063,21.01220124,0,0.684797636,131.8250294,143.8790121,143.2050012
ENSMUSG00000028287,1700009N14Rik,75471,protein_coding,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028289,Epha7,13841,protein_coding,16.0021,10.0017,3,28.1431,11.00952,20.0017,3.00062,9.00953,29.3025,3.00284,6.00278,18.3254,3.0011,4.00334,115.029,0,5.02114,7.156781,13.29968,9.01181,4.0055
ENSMUSG00000028291,Akirin2,433693,protein_coding,95,53,222,220,151,103,25,150,303,29,61,81,10,26,157,25,82,295.00013,128,203.00013,223
ENSMUSG00000028292,Rars2,109093,protein_coding,19.40994,4.00366,114,51.17722,38.7088,99.181,4.683465,71,208,35,12.899,0.298883289,30.00001,1.74E-07,1,60,0,170.16,0.0143848,1.17E-06,1.000049452
ENSMUSG00000028293,Slc35a1,24060,protein_coding,2.64096,0,0,1.14125,0,0,0,3.31976,0,0,0,2.34178,0,1.90993,0,0,2.292895195,1,0,1,0
ENSMUSG00000028294,1700003M02Rik,69329,protein_coding,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ENSMUSG00000028295,Smim8,,protein_coding,47.00001,61.99999,167,177.99999,266.00026,97.99998,6,48,76.00004,27.99996,80.0000656,67.99992,15,39.99995,2.00000112,72.99992,360.00006,417.00031,35,43,62
ENSMUSG00000028298,Cga,12640,protein_coding,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
ENSMUSG00000028300,3110043O21Rik,73205,protein_coding,31.99997309,7.999999,26.00001,16.99997405,17.00002,9.000001027,2.000000464,18.00002,41.999946,1,9,9.000001163,1,1.999996,1,3,43.0000118,64,53.00003975,70.00001,45.99998
ENSMUSG00000028307,Aldob,230163,protein_coding,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999998,2,0
ENSMUSG00000028309,Rnf20,,protein_coding,136.27539,16.9635,171.36396,1.57854,76.1195,67.67145,31.5029,46.1468,165.56763,10.5042,1.709722,26.14574317,28,25.94301728,0,17.80707288,42.01335,174.337,14.86069,2,6.24344
ENSMUSG00000028310,Ppp3r2,19059,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028312,Smc2,,protein_coding,607.00007,617.001,883.0004,859.0003,1062.9995,500,233.99981,1037.999863,1641.99983,170,506.99875,451.00014,80,246.00017,551.9997165,217.99987,1322.00069,1941.0032,509,790.99994,773.0000652
ENSMUSG00000028314,Toporsl,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028318,Polr1e,64424,protein_coding,67.14227,44.79249,92.3668,92.70574,101.4973,115.27136,26.00002,72.00007,125.0225,28.0000334,44.0363,130.12241,21.34072,25.30911003,6,35.99994,79.0805,217.9206,49.66785,53.53452,54
ENSMUSG00000028322,Exosc3,66362,protein_coding,163.99966,478.9997,239,357.0001,679.00007,367.99993,111.9998,148.00028,248.99991,182.0003,378,335.00005,204,346.00043,307,172.00031,1079.99995,537.00005,52.00001,60,114.00037
ENSMUSG00000028327,Stra6l,,protein_coding,18.00171833,1.0058,13.038,6.4005,5.02427,4.0002,1.00044,8.01319,7.01124,4.000000036,2.00417,8.00309,0,1.0073,2,2.00142,10.01243002,8.00266,21.0921,7.00351,12.01836
ENSMUSG00000028328,Tmod1,21916,protein_coding,45.937417,35.6367,127.417,234.987,49.454,0,7.19249,147.014,288.965,0,56.3718,36.6586,3.62438,0,286.65,19.6008,57.1945,183.97,159.27832,196.024,210.2
ENSMUSG00000028329,Xpa,22590,protein_coding,13.835972,2.70928,71.92437,16.08256,10.69828,6.9537,2.68118,24.58409,20.44374,1.21835,3.26781,8.946,1.14098,0.827531,17.999997,0,5.62297,23.8763,39.48353,51.10982,41.15102
ENSMUSG00000028330,Ncbp1,433702,protein_coding,163.9998,207.0001,189,271.00007,361.0001,175.9997,44.00004,238.00037,425,52.00004,177,174.9995,54,131.00011,8,92,430,526,127,178,197
ENSMUSG00000028331,5830415F09Rik,74753,protein_coding,57.46058,117.4824,105.191,90.6754,171.1192,111,19.80559,68.52965,123.9259,29.0533,65.6637,82.28913,10,70.4716,232,25.2784,149.4418,136.34527,31.6261,29.88279,71.7767
ENSMUSG00000028332,Hemgn,93966,protein_coding,18.0092,23.7216,115.3840001,109.127,50.88910005,51.01533,15.0141,106.0003981,287.014,5.763860069,16.6373,39.79550022,2.832800017,2.02494,0,121.0848,739.34851,791.0419,57.4419,53.2943,149.236
ENSMUSG00000028333,Anp32b,67628,protein_coding,2873.99,3598.98,3703,4116.97,5253.97,3401,2054,3608,7429.96,1791,3350.98,2778,1479,2259.97,3613,2246,5874,6170,1509,2068,2333
ENSMUSG00000028334,Nans,94181,protein_coding,614.8625,1753.67246,520.195,395.5547,1314.06471,989.0003,271.9997247,295.42924,578.1323,370.9997,817,1032.99981,905.9998,1300.25134,469.9256,289,1868.17268,762.8792385,153.9462,192.05052,231.2314
ENSMUSG00000028337,Coro2a,107684,protein_coding,168.12198,74.31108,199.438,322.50436,36.53773407,299.08,2.110524807,54.09187,99.297494,5.55116282,3.314581479,127.66823,0.93760452,28.0073,5.387769723,0.274209326,5.11499,49.00472,61.33234,8.883048417,91.1999
ENSMUSG00000028339,Col15a1,12819,protein_coding,1,0,3,0,0,0,0,0,4,0,0,0.0625746,0,2,0,0.953764,1.53617,1.91717,0,0,1
ENSMUSG00000028341,Nr4a3,18124,protein_coding,2,0,6,4,2.99999847,0,0,0,2,0,0,0,0,0,0,1,0,3,1,2.4683,0
ENSMUSG00000028343,Erp44,76299,protein_coding,163.0002,280.9999,281.0003,178.9995,456.0001,157.00022,49.00004,161.0004,288.9999,48,205.9999,119.0003,61.00004,412.9997,153.9996,15.00004,279.0001,205.00036,102,144.9998,151.0003
ENSMUSG00000028344,Invs,16348,protein_coding,32.30801,20.705106,79.25784,98.62316,34.16843,37.46163,7.16992,46.17515,110.7146,3.13222,11.39256,22.96028,2.847069,6.04317,2.08745,3.02834,17.21724,38.1203,68.17589,42.87038,54.87949
ENSMUSG00000028345,Tex10,,protein_coding,38.2479,90.7918,110.361,99.9704,77.8621,41.8625,6.51486,98.4122,196.295,20.78102,34.277,40.9298,0,1,32,26.7266,29.749,183.148,53.2612,95.8432,44.3665
ENSMUSG00000028347,Tmeff1,230157,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000028348,Murc,68016,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028351,Brinp1,56710,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000028354,Fmn2,54418,protein_coding,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
ENSMUSG00000028356,Ambp,11699,protein_coding,4,7,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,1
ENSMUSG00000028357,Kif12,16552,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028358,Zfp618,72701,protein_coding,8.000934,6.74848,9.00483,35.0466,14.01862,17.00131,2.002719,0,8.01131,0,6.01726,4.00018,0,1,0,0,0,6.00003,11.1371,1.0081,2.011044
ENSMUSG00000028359,Orm3,18407,protein_coding,4,0,5,0,1,0,1,6,15,0,0,0,0,0,0,0,0,3,15.0703,11,25.0683
ENSMUSG00000028360,Slc44a5,242259,protein_coding,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,1,0
ENSMUSG00000028362,Tnfsf8,21949,protein_coding,0,0,10,5,3,8,0,1,0,2,0,3,0,4,0,0,2,4,1,4,9
ENSMUSG00000028364,Tnc,21923,protein_coding,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,6.89494,1.56533,0
ENSMUSG00000028367,Txn1,22166,protein_coding,1964,3491,2135.99,2640,4013.99,1373,1392,4688,3741,1461,2858,1009,1084,2644,431,1202,3619,3099,2998,4294,3593
ENSMUSG00000028369,Svep1,64817,protein_coding,4,4.01045,10,5.89886,3.80909,0,1,17.14503,23,1,2,0,0,0,0,0,5.91786,12,20.5523,15.22095,15
ENSMUSG00000028370,Pappa,18491,protein_coding,1.01462,0,1,1.00003,0,0,0,0,1.00092,1.00014,1,2,0,0,0,0,0,2,11.0508,3.29831,0
ENSMUSG00000028373,Astn2,56079,protein_coding,0,0,1.14523,1.02465,1.00902,0,0,0,1.02882,4.00157,1.06345,0,0,0,0,0,0,0,2.25693,0,1.05422
ENSMUSG00000028378,Ptgr1,67103,protein_coding,271.226,1195.52,790.272,91.7697,101.3,95.7115,154.491,570.62,927.931,28.8061,148.278,161.665,321,852.286,260,48,145.509,304.946,252.371,398.915,476.4
ENSMUSG00000028381,Ugcg,22234,protein_coding,63.91252,27,127,143.65412,81,62.242905,13,172.67996,242.8182,30,53.19181,39.982529,2,10.60044,203,59,228.61564,331.8422,103.25414,128.4529,211.88679
ENSMUSG00000028382,Ptbp3,230257,protein_coding,123.95933,143.49459,83.38047065,74.1134,252.35566,150.46882,77.03308,85.27108,139.91679,46.63934,4.15727,156.8945,81,63.805,904.9676,45.1935,15.69459,55.81994,140.25637,165.30437,141.44158
ENSMUSG00000028383,Hsdl2,72479,protein_coding,2.39556,0,1.910820309,0,0.127989,0,9.25057,0.142905,0.0572184,0.0277119,0,0,0,0,0.36717,0,0,0,0.0767313,7.69E-08,0.0254892
ENSMUSG00000028385,Snx30,209131,protein_coding,71.65656,38.6643,127.17844,224.232,121.889,121.47188,14.1501,61.0652,208.37043,8.03554,49.7786,85.5858,6.011393,21.3327,1.0203,6.31374,19.23017,77.12548,149.267,98.4816,177.515
ENSMUSG00000028386,Slc46a2,30936,protein_coding,0,0,0,0,0,3,0,1,1,1,1,1,0,1,0,0,2,1,6,1,0
ENSMUSG00000028389,Zfp37,22696,protein_coding,0,0,0,9.59461,0.276005,3,0,3.58536,0,0,0,0,0,0,0,0,0,0,21.6963,0,0
ENSMUSG00000028391,Wdr31,71354,protein_coding,29.674438,56.091719,95.0241,351.69344,121.2867,33.38225,9.16577,136.17707,242.7193324,3.82413,69.53311,23.09586,2,21.0714,5.413898,9.64653,65.62049,57.43451,212.42911,123.31,132.63639
ENSMUSG00000028392,Bspry,192120,protein_coding,10,1,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,13.748,0,0,8
ENSMUSG00000028393,Alad,,protein_coding,292,832.00045,362.9999,529.9998,1189.99809,718.99994,303,363.00022,567.0002,303.00047,444.99951,569.00031,274.00036,431.00034,901.00034,2432.0045,11975.0141,3027.0044,113,117,218.9996
ENSMUSG00000028394,Pole3,59001,protein_coding,263.9995,219.9998,318.00043,306.00042,348.99961,339.00047,88,218.99967,433.00048,73,174.00042,219,51,144.99989,248,177,615.9997,1098.99784,84,119,126
ENSMUSG00000028396,2310002L09Rik,71886,protein_coding,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
ENSMUSG00000028397,Kdm4c,,protein_coding,29.9567,0,22.5413,40.6865,0,1,4.32781,8.16E-06,44.5579,1,10.5481,8.46001,2.53434,0,1,6.39617,0,2.30311,0.901838,67.7568,78.9023
ENSMUSG00000028398,Tmem261,66928,protein_coding,237,330,384,215,328,242,68,166,384,150,331,229,92,248,371,130,392,600,126,163,207
ENSMUSG00000028399,Ptprd,19266,protein_coding,1.00085,6.01693,2.00584,4.02714,2,2,2,5.48033,9.01373,0,1,2.00026,0,0,5.00783,0,2.01041,2.00232,11.95441,19.33448,11.19153
ENSMUSG00000028402,Mpdz,17475,protein_coding,1.604603,0,16.99999,10,1,3.999996,0,0,0,0,0,3,0,0,0,0,2,10,11.64527,10,0
ENSMUSG00000028403,Zdhhc21,68268,protein_coding,4,22.8936,31.5334,76.286,15.2434,8.16269,3.79103,82.39166,42.07834,2.67605,37.5328,6.62222,0,33.3118,15.4294,1,51.566,16.9653,172.816,55.5491,29.6131
ENSMUSG00000028405,Aco1,11428,protein_coding,72,85,171,114,86,113,20,56,137,23,42,85,23,34,126,39.9999972,155,333.99994,45,62,69
ENSMUSG00000028407,Toporsos,,antisense,271.973,212.628,316.811,401.604,305.4,312.745,40.2148,223.362,313.844,111.554,188.821,103.272,41.5819,99.9369,215.248,85.7277,203.954,302.382,328.797,298.97,230.286
ENSMUSG00000028409,Smu1,74255,protein_coding,371.36902,1076.46643,698.7516,622.4001,1426.89291,603.11168,151,420.1372,771.25717,123.1761,435.8409,394.41979,212,777.1937,480,232.19291,2067.33456,1219.3018,300.10776,422.4925,432.7021
ENSMUSG00000028410,Dnaja1,,protein_coding,450.41905,1407.93101,992.06209,2202.66981,6539.66472,1350.71187,152.60559,720.3185,1253.21815,374.8582,1934.64217,897.2642,334.3841,1751.20437,843.69471,500.93231,5343.91409,2681.3171,368.28797,646.02736,794.62995
ENSMUSG00000028411,Aptx,,protein_coding,65.24341529,129.835,109.3324,129.632,154.24535,133.00148,27.04339,76.7834,117.1996,25.0505,90.7286,84.2616,33.0008,51.34977,1,20.42931,148.4622,136.0009,54.667,65.1702,68.82547252
ENSMUSG00000028412,Slc44a1,100434,protein_coding,56.000003,5,16,24,14,19,2,13.00004,22.00003,3,3,8,0,3,0,11,26.000019,98.999945,56.00001,53,98.000012
ENSMUSG00000028413,B4galt1,14595,protein_coding,0,1.01899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028414,Fktn,,protein_coding,20.00084,6.05664,88.9845,45.64756,18.209017,3.52184,1.25492,42.52562,83.077,1.70633,16.323,5.03E-07,0,4.75869,0,1.01477,2.6872,2.62133,36.96497,22.18339,47.69988
ENSMUSG00000028415,Spink4,20731,protein_coding,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0
ENSMUSG00000028416,Bag1,12017,protein_coding,487.0005,748,688.0001,691.0003321,1720.998,612.9997067,283,459.9997,936.0000419,372.9997,746.9999,568,324.9999,721.0001,374,630.0003,2791.004049,1810.003,235.0000165,299.0003437,453.000448
ENSMUSG00000028417,Tal2,21350,protein_coding,3,0,9,0,0,0,2,1,5,0,0,0,0,0,0,0,3,0,0,5.19931,7
ENSMUSG00000028419,Chmp5,76959,protein_coding,207,197,281,236,317,239,38,194,258,36,162,178,49,125,508,35,283,319,237,529,460
ENSMUSG00000028420,Tmem38b,52076,protein_coding,3,1.05161,3.28044,2.93987,4.30051,1.16824,0,5.53107,2,0.220063,1,1.32134,0,7.80672,0,0,1,3,1.07195,1.02826,2
ENSMUSG00000028423,Nfx1,74164,protein_coding,38.80669,26.43537,187.398,41.73812,74.81099,75.7605,41.73313,55.507712,226.9595,21.62031,14.07909,94.40936,21.412162,24.4977,0,32.25149,55.79798,122.02868,25.3809,49.0449,78.1961
ENSMUSG00000028426,Rad23b,19359,protein_coding,113.99993,154,275.035,274.99981,268.00278,168.00035,43,179.01874,589.1098,54.01206,170,138,33,87.00004,502.0005,49,184.99952,403.11701,179.1586,213.11039,197
ENSMUSG00000028427,Aqp7,11832,protein_coding,3.27104,12.6017,11.3278,58.8955,32.0404,1.05634,2.03909,55.3629,117.823,3.96234,30.5108,2.01903,0,5.63176,2.05805,3.09909,33.1379,5.79351,87.9279,70.4502,48.6552
ENSMUSG00000028430,Nol6,230082,protein_coding,161,186,235,223,305,312,44,104,292,64,155,208,52,99,283,80,296,244,38,54,109
ENSMUSG00000028431,Ikbkap,230233,protein_coding,188.0003,159,328,288.9999,300.99955,289.0003,58,180.9996,370.99943,40,92.00004,158,41.00002,70,295.9997,48,145,359.99991,264.9995,306.99977,362
ENSMUSG00000028433,Ubap2,68926,protein_coding,6.82504,5.55265,18.6759,9.81095,14.7247,254.40741,2.86776,16.7259,15.07637,6.33442,7.7141,14.96723,5.09508,2.68891,4.88847,3.72596,298.99717,507.27,118,3.81165,6.24747
ENSMUSG00000028434,Epb4.1l4b,54357,protein_coding,46,30,211.99991,477.99996,426,256.00011,9.000004,12,100,30,94,106,3,3,0,10,26,134,51,24,42
ENSMUSG00000028435,Aqp3,11828,protein_coding,4.31583,3.33607,3.06186,5.06992,5.00854,5.19743,0,10.4329,11.2684,0,1.01255,0,0,0,10.0175,0,7.72337,10.1232,14.7145,2.95108,2.53525
ENSMUSG00000028436,Dcaf12,68970,protein_coding,301,311,497,320,451,318,88,405,506,62,226,210,56,138,328,50,191,335,358,403,707
ENSMUSG00000028437,Ubap1,67123,protein_coding,81.9441,7.46208,63.02968,9.79405,1.57245,62.146,15.2126,1.14973,3.1906,7.5308262,1.24303,24.64759,9.20004,0.789405,0,4.66978,18.59393,85.01406,119.641,129.099,89.56271
ENSMUSG00000028438,Kif24,109242,protein_coding,39.86697,28.02274,71.2968,58.9237,69.356168,23.71432,5.30908,74.7282,148.07483,8.01376,44.544,24.08423,2,12.61994,29.0272,7.87566,49.03083,44.12001,69.2771,68.4441,68.7174
ENSMUSG00000028439,Fam219a,71901,protein_coding,7.999999286,12.00001284,6.00000379,12.00001158,8.99999799,7.99999641,1.999996713,9.000003088,8.999997478,3.999995228,3.000004,6,0.999999959,3.99999523,0,0,2.999997849,4.999996579,25.00002523,20.99996558,25.9999813
ENSMUSG00000028441,1110017D15Rik,73721,protein_coding,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028443,Nudt2,66401,protein_coding,92,104,86,120,164,147,21,47,35,22,51,88,40,61,4,30,85,211,21,18,24
ENSMUSG00000028444,Cntfr,12804,protein_coding,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028445,Enho,69638,protein_coding,16,5,36,50,13,13,0,0,1,2,2,2,0,0,1,2,1,0,6,2,6
ENSMUSG00000028447,Dctn3,53598,protein_coding,7.81204,12.8588,7.2135,4.01781,6.28357,14.2016,5.85239,9.36569,13.7922,5.04874,11.4286,13.5347,4.21468,8.59869,0,14.7934,11.54,17.6444,4.25505,14.654,2.1759
ENSMUSG00000028451,1700022I11Rik,67317,protein_coding,0,0,0,3.13953,0,0,0,0,0,0,0,0,0,1.04383,1.06656,0,0,1.01447,0,0,0
ENSMUSG00000028452,Vcp,269523,protein_coding,1693.54677,2526.98944,2536,3130.63,3624.06583,2308.3,678.64,1692,4396,821.983,2403,2000.00363,1166.33,1946.96,1984.93,955,3159.03,2987.57,1298,1564,1959
ENSMUSG00000028453,Fancg,60534,protein_coding,45.00003,99.00001,99,59.00002,90.0000142,103.99997,27.99998,82.00001,161.99971,13.999995,45.00003,90.99998,19.99998,69.99997,0,6.999998,52,129.00006,38,34,43
ENSMUSG00000028454,Pigo,56703,protein_coding,73,104.00006,163.99997,103,105.99997,41.99998,24.00003,82.99999,141.9999,11,47.99997,39.99998,8.99999988,27.000035,29,15,49.99999,116,38.00004,42,76.00002
ENSMUSG00000028455,Stoml2,66592,protein_coding,425.08049,722.6451812,410.199145,377.57933,817.593,662.91841,148.95241,203.9759,545.2568,224.78411,389.80283,619.37489,431.0246,633.20015,1095.16746,369.8172,1488.00648,997.68737,79.61251,166.64593,156.0155
ENSMUSG00000028456,Unc13b,22249,protein_coding,0,0,1,0.854356,1.00178,1.00659,1,0,3.02194,0,3,0,0,0,0,0,1.00537,2,1.01597,2.34457,6.02782
ENSMUSG00000028457,Atp8b5,,protein_coding,9.11236,3.0287,57.03313,7.10034,4.0233,9,1,5.40109,6.40565,2.0314,5.0191,4.00905,1,1.03499,0,0,2.03621,4.2929,14.1119,5.4586,3.26619
ENSMUSG00000028458,Tesk1,21754,protein_coding,0.576003,7.39433,0,0,24.82512,2.08061,13.3018,0,0,4.4039,2.88935,25.6747,8,0.150586,0,10.137,7.93564,0,0,0,1.26421
ENSMUSG00000028459,Cd72,12517,protein_coding,212.6899,42.95127,336.01981,285.91313,313.07165,334.68474,11.69822,30.99999,125.8953,39.486271,50.33273,55.2965014,2,11.1888,220.821,25.86305,84.70239,137.8169183,257.17388,154.029741,383.34355
ENSMUSG00000028460,Sit1,54390,protein_coding,6,6,48,17,1,3,1,0,0,4,2,5.999997,0,0,0,13,9,27,10,1,25
ENSMUSG00000028461,Ccdc107,622404,protein_coding,48.9878,57.3433,162.76722,119.77324,102.90998,112.96969,8.78242,17.6015,27.55484,25.4256,11.46354,41.4297,5.56252,14.24649,0,17.1086,61.21967,41.90237,16.8498,7.96821,22.39752
ENSMUSG00000028463,Car9,230099,protein_coding,16.99996,78.80797,67.5714,84.42581,104.01026,67.00001,7.00112,35.28623,80.18915,8.00284,40.4118,57.00001,15,34.80838008,21.0092,2,16.00222,17,15.9821,18.9523,9.75453
ENSMUSG00000028464,Tpm2,22004,protein_coding,30.349,11,57.99998,68.00004,74.99995,118.99957,6,5,8.81042,5,6.000006,18,0,2,0,7,3,24.83341,5,5.81248,10
ENSMUSG00000028465,Tln1,21894,protein_coding,260.9249,117.3498,303.94476,238.5089,57.9276,160.01999,25.43547,175.9413,462.5396,134.70181,117.36832,44.7538,17.84886,11.43105,360.2593,63.6016,11.33157,285.6854,343.00017,594.07208,574.1664
ENSMUSG00000028466,Creb3,12913,protein_coding,0,38.0738,0,3.17057,45.13259,12.014816,12.3789,9.25672,3.76874,3.52826,8.23802,2.31346,3.791376,0,0,0.768121,28.35296,0,1.94692,0,0
ENSMUSG00000028467,Gba2,230101,protein_coding,147.7651,58.42007,305.82638,195.2957,51.2288,120.96568,23.71286,152.4772,225.6739,10.9998,58.09681,82.1012,0,31.8004,0,30,49.593624,123.9132,153.28918,164.37812,204.7317
ENSMUSG00000028468,Rgp1,242406,protein_coding,218.99999,145,439.9999,404.9998,198,293.9996,90.99999,326.9996,325.99956,39,75.00001,138.99981,32,31.99998,8,61.00004,94,266.99958,175,270.00023,319.9997
ENSMUSG00000028469,Npr2,230103,protein_coding,4,0,61.4947,37.00005,14,26.9528,4,13.967992,14.5917,2,3.7266,4.125819,1,0,0,0,1,4,17.3125,10.8315,11.1969
ENSMUSG00000028470,Hint2,68917,protein_coding,529.0002,667.00036,761.99967,559.00001,729.99986,1004.99956,79.99995,154.00039,304.00005,242.99955,413.99956,607.00003,288.99988,455.00043,1329,268.00018,738.99995,1024.99987,75.00002,92.00001,120.00024
ENSMUSG00000028475,5430416O09Rik,,lincRNA,3.00268,4.00649,3.00565,1.12824,0,0,0,13.0395,14.0643,1.00201,0,3.00079,0,2.00748,0,0,4.0642,7.0002,44.6943,64.4433,44.5821
ENSMUSG00000028476,Reck,53614,protein_coding,19,42,49,28,18,7,10,91,51,0,2,0,0,6,54,0,0,7,72,127,123
ENSMUSG00000028478,Clta,12757,protein_coding,1208.0018,2051,1426.0031,1601.99616,2482.99726,1742.99737,592.99975,1136.99995,2269.99696,1050.99956,2044.99611,1660.999553,947.00018,1560.00261,730,825.00009,1708.9999,2175.9963,879.00042,1303.00066,1539.99992
ENSMUSG00000028479,Gne,,protein_coding,199.462282,147.04499,239.76,176.243,131.1498,230.6592,45.55264,131.24,213.27872,36.546,80.35283,152.659822,59.2888,67.72688198,701,67.73946,193.47094,288.69,79.96662,71.5501,99.864
ENSMUSG00000028480,Glipr2,384009,protein_coding,174.137,147.938,201.797,41.4446,118.924,85.4527,40.1208,532.53,470.147,5,14.1759,35.8315,13.5432,21.6353,233.661,7.3273,28.377,145,729.481,1583.45,1347.85
ENSMUSG00000028483,Snapc3,,protein_coding,41.11666,50.872797,75.47981005,104.56822,122.02859,51.48179,14.03278,55.34238,119.02547,17,32.84164,14.77612,1.88276,32.2045,0,14.14267,88.94843,93.66418,79.3011,84.20276,115.85721
